property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
house,not applicable,sector 11,2.2,12222.0,1800.0,Plot area 1800(167.23 sq.m.),4,3,2,1.0,South,Old property,,1800.0,,1,0,0,1,0,1,24,450.0
flat,ats tourmaline,sector 109,1.4,8000.0,1750.0,Super Built up area 1750(162.58 sq.m.),3,3,3+,12.0,North-West,Relatively Old,1750.0,,,0,0,0,0,1,1,65,583.3333333333334
flat,imperia the esfera,sector 37c,0.85,5387.0,1578.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),2,3,3,9.0,South-East,Relatively Old,1578.0,,1310.0,1,0,0,0,0,1,49,789.0
flat,tulip violet,sector 69,1.38,8967.0,1539.0,Super Built up area 1538(142.88 sq.m.),3,3,1,12.0,West,Relatively Old,1538.0,,,0,0,0,1,0,1,86,513.0
flat,paras irene,sector 70a,1.2,8451.0,1420.0,Super Built up area 1420(131.92 sq.m.),2,2,3,6.0,North-East,Moderate Old,1420.0,,,0,0,0,0,0,1,42,710.0
flat,ramprastha primera,sector 37d,1.02,6000.0,1700.0,Super Built up area 1700(157.94 sq.m.),3,2,3,22.0,,Under Construction,1700.0,,,0,0,0,0,0,1,43,566.6666666666666
flat,ss,sector 85,2.14,7610.0,2812.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,4,3,6.0,North,Relatively Old,2812.0,2300.0,2000.0,1,1,0,1,0,1,49,703.0
flat,ireo skyon,sector 60,2.82,12818.0,2200.0,Super Built up area 2403(223.25 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,2.0,South-East,Relatively Old,2403.0,2400.0,2200.0,0,1,0,0,0,2,174,733.3333333333334
flat,elan the presidential,sector 106,6.3,15385.0,4095.0,Super Built up area 4095(380.44 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),5,6,3+,10.0,North-East,Under Construction,4095.0,,3500.0,0,0,0,0,0,2,62,819.0
flat,m3m merlin,sector 67,4.5,14268.0,3154.0,Super Built up area 3154(293.02 sq.m.),4,4,3+,15.0,South-West,Relatively Old,3154.0,,,0,1,0,0,0,2,158,788.5
flat,bptp freedom park life,sector 57,2.5,11111.0,2250.0,Super Built up area 2250(209.03 sq.m.),3,3,3,9.0,,Moderate Old,2250.0,,,0,0,0,0,0,1,55,750.0
flat,m3m merlin,sector 67,2.65,12946.0,2047.0,Super Built up area 2047(190.17 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,3,0.0,North-East,Relatively Old,2047.0,1900.0,1700.0,0,0,0,0,1,2,174,682.3333333333334
flat,rof aalayas,sector 102,0.45,8411.0,535.0,Super Built up area 597(55.46 sq.m.)Carpet area: 535.4 sq.ft. (49.74 sq.m.),2,2,1,14.0,North,Relatively Old,597.0,,535.4,0,0,0,0,0,0,57,267.5
house,independent,sohna road road,0.49,4261.0,1150.0,Plot area 1150(106.84 sq.m.),2,2,1,3.0,,New property,,1150.0,,0,0,0,0,0,1,0,575.0
flat,signature global grand iva,sector 103,0.3,8287.0,362.0,Carpet area: 361.88 (33.62 sq.m.),1,2,2,5.0,,New property,,,361.882318,0,0,0,0,0,1,37,362.0
flat,lotus homz,sector 111,0.5,14837.0,337.0,Carpet area: 336.96 (31.3 sq.m.),1,1,1,2.0,,Relatively Old,,,336.91007,0,0,0,0,0,0,72,337.0
flat,tulip violet,sector 69,2.0,10168.0,1967.0,Carpet area: 1967 (182.74 sq.m.),4,4,1,12.0,,Relatively Old,,,1967.0,0,0,0,0,0,1,79,491.75
house,independent,sector 91,3.6,14815.0,2430.0,Plot area 270(225.75 sq.m.),4,4,3,2.0,North-East,New property,,2430.0,,0,0,0,0,0,2,49,607.5
flat,sahara grace,sector 28,4.3,12421.0,3462.0,Super Built up area 3462.01(321.63 sq.m.),3,4,3,5.0,,Old property,3462.01,,,0,1,1,0,0,1,24,1154.0
flat,tulip violet,sector 69,1.52,9632.0,1578.0,Super Built up area 1578(146.6 sq.m.),3,3,2,4.0,South-West,Relatively Old,1578.0,,,0,0,0,1,0,2,156,526.0
flat,chd avenue,sector 71,1.12,6215.0,1802.0,Super Built up area 1802(167.41 sq.m.),3,4,3,0.0,South-East,Moderate Old,1802.0,,,0,1,0,0,0,1,65,600.6666666666666
flat,bptp terra,sector 37d,1.5,8255.0,1817.0,Super Built up area 1811(168.25 sq.m.)Carpet area: 1560 sq.ft. (144.93 sq.m.),3,3,3,12.0,South-West,Relatively Old,1811.0,,1560.0,0,0,0,0,1,1,49,605.6666666666666
flat,signature global city 81,sector 81,0.89,8279.0,1075.0,Carpet area: 1075 (99.87 sq.m.),2,2,2,3.0,North,Under Construction,,,1075.0,0,0,0,0,1,1,20,537.5
house,emaar mgf marbella,sector 66,12.0,38095.0,3150.0,Plot area 350(292.64 sq.m.),5,6,3+,4.0,North-East,New property,,3150.0,,0,1,0,1,0,1,38,630.0
flat,dlf regency park,sector 28,2.3,11819.0,1946.0,Built Up area: 1777 (165.09 sq.m.),3,3,3,7.0,North-East,Moderate Old,,1777.0,,0,1,0,0,0,1,117,648.6666666666666
house,bptp visionnaire,sector 70a,5.4,20690.0,2610.0,Plot area 290(242.48 sq.m.),4,5,3+,3.0,North,Relatively Old,,2610.0,,1,1,1,1,0,2,136,652.5
flat,the close north,sector 50,2.5,11945.0,2093.0,Super Built up area 2093(194.45 sq.m.),3,3,3,11.0,North-East,Relatively Old,2093.0,,,0,0,0,1,0,2,127,697.6666666666666
flat,kibithu villas,sector 48,3.45,12778.0,2700.0,Carpet area: 2700 (250.84 sq.m.),4,4,3+,2.0,,Undefined,,,2700.0,0,0,0,0,0,1,0,675.0
flat,parsvnath exotica,sector 53,6.44,19003.0,3389.0,Super Built up area 3390(314.94 sq.m.),4,4,3,7.0,West,Moderate Old,3390.0,,,0,1,0,0,0,2,80,847.25
flat,greenopolis,sector 89,0.65,5196.0,1251.0,Carpet area: 1251 (116.22 sq.m.),2,2,2,15.0,,Under Construction,,,1251.0,0,0,0,0,0,1,37,625.5
flat,chd avenue,sector 71,1.32,6019.0,2193.0,Super Built up area 2193(203.74 sq.m.),4,4,3,14.0,South,Moderate Old,2193.0,,,0,1,0,0,0,1,65,548.25
flat,m3m woodshire,sector 107,1.4,5930.0,2361.0,Super Built up area 2361(219.34 sq.m.),3,4,0,1.0,East,New property,2361.0,,,0,0,0,0,0,1,67,787.0
flat,shree vardhman victoria,sector 70,1.8,9231.0,1950.0,Carpet area: 1950 (181.16 sq.m.),3,5,3,0.0,,New property,,,1950.0,0,0,0,0,0,1,72,650.0
flat,signature global park,sohna road,0.72,5990.0,1202.0,Super Built up area 1210(112.41 sq.m.),2,2,3,3.0,North-West,Relatively Old,1210.0,,,0,0,0,1,0,1,158,601.0
flat,mapsko mount ville,sector 79,1.5,8264.0,1815.0,Super Built up area 1815(168.62 sq.m.)Carpet area: 1071.33 sq.ft. (99.53 sq.m.),3,4,3+,11.0,South,Relatively Old,1815.0,,1071.33,0,1,0,0,0,2,144,605.0
flat,central park flower valley,sector 33,1.35,10385.0,1300.0,Carpet area: 1300 (120.77 sq.m.),3,2,2,3.0,West,New property,,,1300.0,0,0,0,0,0,1,87,433.3333333333333
flat,ss the leaf,sector 85,1.83,7609.0,2405.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 1925 sq.ft. (178.84 sq.m.)Carpet area: 1875 sq.ft. (174.19 sq.m.),3,4,3,9.0,North-East,Relatively Old,2408.0,1925.0,1875.0,0,0,0,0,0,1,49,801.6666666666666
flat,signature global solera,sector 107,0.29,5930.0,489.0,Carpet area: 489 (45.43 sq.m.),2,2,2,3.0,East,Relatively Old,,,489.0,0,0,0,0,0,1,45,244.5
flat,zara aavaas,sector 104,0.65,8519.0,763.0,Carpet area: 763 (70.89 sq.m.),3,2,2,7.0,,New property,,,763.0,0,0,0,0,0,1,65,254.33333333333334
house,independent,sector 1,4.75,10556.0,4500.0,Built Up area: 4500 (418.06 sq.m.),6,7,0,4.0,,Undefined,,4500.0,,0,0,0,0,0,1,0,750.0
flat,krisumi waterfall residences,sector 36a,4.1,15501.0,2645.0,Carpet area: 2538 (235.79 sq.m.),3,4,3,30.0,,New property,,,2538.0,1,0,0,0,0,0,49,881.6666666666666
flat,ss radiance residency,sector 12,0.6,5660.0,1060.0,Carpet area: 1060 (98.48 sq.m.),3,3,2,3.0,North-East,Relatively Old,,,1060.0,0,0,0,0,0,1,44,353.3333333333333
flat,shree vardhman flora,sector 90,0.7,5385.0,1300.0,Super Built up area 1300(120.77 sq.m.),2,2,3,13.0,,New property,1300.0,,,1,0,0,0,0,1,15,650.0
flat,microtek greenburg,sector 86,1.3,8754.0,1485.0,Super Built up area 1480(137.5 sq.m.),2,2,3,10.0,,Relatively Old,1480.0,,,1,0,0,0,0,1,38,742.5
flat,beverley park 1,sector 43,8.44,16231.0,5200.0,Super Built up area 5200(483.1 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.)Carpet area: 4900 sq.ft. (455.22 sq.m.),4,5,3,9.0,North-East,Moderate Old,5200.0,5000.0,4900.0,0,1,0,0,0,0,117,1300.0
flat,vatika sovereign park,sector 99,3.25,9673.0,3360.0,Super Built up area 3360(312.15 sq.m.),4,4,3+,2.0,,New property,3360.0,,,0,1,0,0,0,1,123,840.0
flat,pareena laxmi apartments,sector 99a,0.32,6107.0,524.0,Super Built up area 524(48.68 sq.m.)Carpet area: 424.8 sq.ft. (39.47 sq.m.),2,2,2,2.0,,New property,524.0,,424.8,0,0,0,0,0,1,50,262.0
house,independent,sector 55,4.6,21296.0,2160.0,Plot area 240(200.67 sq.m.),3,3,3+,2.0,North,Old property,,2160.0,,0,1,1,1,0,2,37,720.0
flat,central park flower valley,sector 33,2.5,13270.0,1884.0,Carpet area: 1884 (175.03 sq.m.),3,3,2,1.0,,Undefined,,,1884.0,0,0,0,0,0,1,66,628.0
flat,mvn athens,sohna road,0.25,5198.0,481.0,Built Up area: 481 (44.69 sq.m.),2,2,0,0.0,,Relatively Old,,481.0,,0,0,0,0,0,1,37,240.5
flat,godrej summit,sector 104,1.3,9028.0,1440.0,Super Built up area 1440(133.78 sq.m.),3,2,3+,16.0,,Relatively Old,1440.0,,,1,0,1,1,0,2,0,480.0
flat,bestech park view spa next,sector 67,2.85,12128.0,2350.0,Super Built up area 2350(218.32 sq.m.),4,4,3+,5.0,South,Moderate Old,2350.0,,,0,1,0,1,0,2,149,587.5
house,independent,sector 14,3.5,18088.0,1935.0,Plot area 215(179.77 sq.m.)Built Up area: 214 sq.yards (178.93 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),6,4,2,2.0,West,Old property,,214.0,180.0,0,0,0,0,1,2,27,322.5
flat,park royal apartment,sector 56,1.85,9024.0,2050.0,Carpet area: 2050 (190.45 sq.m.),3,4,3,7.0,,Old property,,,2050.0,0,1,0,0,0,1,72,683.3333333333334
flat,smart world gems,sector 89,1.1,9973.0,1103.0,Built Up area: 1103 (102.47 sq.m.),3,1,0,0.0,,Undefined,,1103.0,,0,0,0,0,0,1,45,367.6666666666667
flat,sare homes,sector 92,1.1,5348.0,2057.0,Carpet area: 2057 (191.1 sq.m.),4,4,3,4.0,North-West,Relatively Old,,,2057.0,0,1,0,0,0,1,108,514.25
flat,vipul lavanya,sector 81,0.6,6667.0,900.0,Super Built up area 900(83.61 sq.m.),2,2,1,0.0,,Under Construction,900.0,,,0,0,0,0,0,1,0,450.0
flat,experion the heartsong,sector 108,0.9,7015.0,1283.0,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2,3,3,2.0,South,Relatively Old,1283.0,978.23,734.43,0,1,0,0,0,1,94,641.5
house,independent,sector 25,9.0,28490.0,3159.0,Plot area 351(293.48 sq.m.),10,10,3,3.0,East,Old property,,3159.0,,0,0,0,1,0,2,64,315.9
flat,raheja atharva,sector 109,2.2,9491.0,2318.0,Carpet area: 2318 (215.35 sq.m.),3,3,2,7.0,North,Moderate Old,,,2318.0,0,1,0,0,0,2,111,772.6666666666666
flat,bestech park view residency,sector 2,1.4,7865.0,1780.0,Super Built up area 1780(165.37 sq.m.),3,3,3+,6.0,North,Old property,1780.0,,,0,0,0,0,0,0,107,593.3333333333334
flat,ild grand,sector 37c,1.35,7143.0,1890.0,Built Up area: 1820 (169.08 sq.m.),3,3,0,1.0,,New property,,1820.0,,0,0,0,0,0,1,60,630.0
flat,signature global solera,sector 107,0.36,5980.0,602.0,Super Built up area 602(55.93 sq.m.)Built Up area: 598 sq.ft. (55.56 sq.m.)Carpet area: 546 sq.ft. (50.73 sq.m.),2,2,1,7.0,North-West,Relatively Old,602.0,598.0,546.0,0,0,0,0,1,1,49,301.0
house,saksham welfare association,sector 22,4.7,19848.0,2368.0,Plot area 220Built Up area: 170 sq.m.Carpet area: 160 sq.m.,6,6,3+,2.0,West,Old property,,170.0,160.0,0,0,1,1,0,2,106,394.6666666666667
flat,indiabulls centrum park,sector 103,2.2,7652.0,2875.0,Super Built up area 2875(267.1 sq.m.),4,6,3+,4.0,North-East,Relatively Old,2875.0,,,0,1,0,0,0,2,108,718.75
house,independent,sector 4,0.65,11111.0,585.0,Plot area 65(54.35 sq.m.),4,2,2,,,Moderate Old,,585.0,,0,0,0,0,0,1,0,146.25
flat,godrej nature plus,sector 33,1.2,14371.0,835.0,Carpet area: 77.53,2,2,3,1.0,,New property,,,77.53,0,0,0,0,0,1,65,417.5
house,international city by sobha phase 2,sector 109,6.2,25514.0,2430.0,Plot area 270(225.75 sq.m.),5,5,2,2.0,South-West,Relatively Old,,2430.0,,0,1,0,0,0,1,135,486.0
house,dlf city plots phase 3,sector 24,1.6,3292.0,4860.0,Plot area 540(50.17 sq.m.)Built Up area: 540 sq.ft. (50.17 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),8,5,3+,4.0,East,Old property,,540.0,500.0,0,0,0,0,0,1,8,607.5
flat,breez global hill view,sohna road,0.35,5600.0,625.0,Carpet area: 625 (58.06 sq.m.),2,2,2,14.0,,Relatively Old,,,625.0,0,0,0,0,0,1,98,312.5
house,emaar mgf marbella,sector 66,18.0,40000.0,4500.0,Plot area 500(418.06 sq.m.),5,6,3+,3.0,North-East,Relatively Old,,4500.0,,1,1,1,1,0,0,153,900.0
flat,dlf regal gardens,sector 90,1.25,7167.0,1744.0,Super Built up area 1744(162.02 sq.m.),3,3,2,11.0,East,Relatively Old,1744.0,,,0,0,0,0,1,1,14,581.3333333333334
flat,ss the coralwood,sector 84,1.05,6774.0,1550.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1610 sq.ft. (149.57 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,6.0,North-East,Relatively Old,1750.0,1610.0,1550.0,0,0,0,0,1,1,129,516.6666666666666
house,sheetla enclave,sector 5,0.96,10000.0,960.0,Plot area 945(87.79 sq.m.),2,4,2,3.0,,Moderate Old,,945.0,,0,0,1,1,0,2,0,480.0
flat,pivotal riddhi siddhi,sector 99,0.5,8518.0,587.0,Carpet area: 587 (54.53 sq.m.),2,1,2,7.0,,New property,,,587.0,0,0,0,0,0,1,24,293.5
flat,smart world gems,sector 89,0.86,7797.0,1103.0,Super Built up area 1103(102.47 sq.m.),2,3,3,4.0,,Under Construction,1103.0,,,0,0,0,0,0,1,45,551.5
flat,corona optus,sector 37c,1.27,7232.0,1756.0,Super Built up area 1763(163.79 sq.m.),3,3,3,2.0,South,Relatively Old,1763.0,,,0,0,0,0,1,1,49,585.3333333333334
flat,m3m capital,sector 113,2.57,15576.0,1650.0,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4,5,3+,25.0,East,Under Construction,,2060.0,1650.0,1,0,0,0,0,2,79,412.5
flat,bestech park view grand spa,sector 81,2.35,8835.0,2660.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2356 sq.ft. (218.88 sq.m.),3,4,3+,6.0,North-East,Relatively Old,2660.0,,2356.0,0,1,0,0,0,2,101,886.6666666666666
flat,emaar palm gardens,sector 83,1.3,11872.0,1095.0,Super Built up area 1720(159.79 sq.m.)Carpet area: 1095.3 sq.ft. (101.76 sq.m.),3,3,3,16.0,North,Relatively Old,1720.0,,1095.3,0,1,0,0,0,2,174,365.0
flat,vatika the seven lamps,sector 82,0.89,8847.0,1006.0,Super Built up area 1428.08(132.67 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,14.0,East,Relatively Old,1428.08,,1000.0,1,0,0,0,0,2,129,503.0
flat,emaar imperial gardens,sector 102,1.85,9136.0,2025.0,Carpet area: 2025 (188.13 sq.m.),3,3,3+,0.0,South-West,Relatively Old,,,2025.0,0,1,0,0,0,2,95,675.0
flat,experion windchants,sector 112,3.75,13383.0,2802.0,Super Built up area 2802(260.31 sq.m.),3,5,3+,22.0,South-West,Relatively Old,2802.0,,,0,1,0,0,0,2,49,934.0
house,independent,sector 45,4.49,24455.0,1836.0,Plot area 204(170.57 sq.m.),3,9,3+,3.0,North-West,Moderate Old,,1836.0,,0,0,0,0,1,2,90,612.0
flat,m3m skywalk,sector 74,1.57,11002.0,1427.0,Super Built up area 1424(132.29 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3+,10.0,South,Relatively Old,1424.0,1300.0,1100.0,0,0,0,0,1,1,137,713.5
flat,godrej habitat,sector 3,1.3,9003.0,1444.0,Carpet area: 1444 (134.15 sq.m.),2,2,2,6.0,,Under Construction,,,1444.0,0,0,0,0,0,1,36,722.0
house,rwa sector 46,sector 46,4.5,24390.0,1845.0,Plot area 204(170.57 sq.m.)Built Up area: 206 sq.yards (172.24 sq.m.)Carpet area: 205 sq.yards (171.41 sq.m.),6,6,3+,3.0,North-East,Moderate Old,,206.0,205.0,0,0,1,0,0,2,80,307.5
flat,tulip violet,sector 69,1.68,8358.0,2010.0,Super Built up area 2010(186.74 sq.m.),4,4,2,7.0,North,Relatively Old,2010.0,,,0,0,0,0,0,1,127,502.5
house,independent,sector 24,10.0,25543.0,3915.0,Carpet area: 435 (40.41 sq.m.),8,10,3+,1.0,West,Undefined,,,435.0,0,0,0,0,0,1,0,489.375
flat,bptp astaire gardens,sector 70a,1.6,8658.0,1848.0,Super Built up area 1848(171.68 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),4,4,3,1.0,,Relatively Old,1848.0,1600.0,1400.0,1,0,0,0,1,1,42,462.0
flat,unitech uniworld gardens,sector 47,2.15,10307.0,2086.0,Super Built up area 2086(193.8 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,4,3+,10.0,East,Moderate Old,2086.0,1950.0,1750.0,0,1,0,0,0,1,49,695.3333333333334
flat,eldeco accolade,sohna road,0.78,5420.0,1439.0,Super Built up area 1457(135.36 sq.m.),2,2,2,7.0,North,Relatively Old,1457.0,,,1,0,0,0,0,2,137,719.5
flat,ats kocoon,sector 109,1.6,9169.0,1745.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.),3,3,3,10.0,North,Relatively Old,1745.0,1550.0,,0,0,0,0,0,1,86,581.6666666666666
house,emaar mgf marbella,sector 66,19.0,31667.0,6000.0,Plot area 9000(836.13 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),5,6,3+,3.0,North-East,Relatively Old,,,6000.0,0,1,1,1,0,2,110,1200.0
flat,sare homes,sector 92,0.68,5239.0,1298.0,Carpet area: 1298 (120.59 sq.m.),3,3,2,11.0,North-West,Relatively Old,,,1298.0,0,0,0,1,0,1,100,432.6666666666667
flat,vatika the seven lamps,sector 82,0.78,5932.0,1315.0,Super Built up area 1298(120.59 sq.m.),2,2,2,0.0,North-West,Relatively Old,1298.0,,,0,0,0,0,0,2,103,657.5
flat,raisina residency,sector 59,5.0,13058.0,3829.0,Carpet area: 3829 (355.73 sq.m.),4,4,3+,13.0,North-West,Relatively Old,,,3829.0,1,1,1,1,0,2,174,957.25
flat,rwa,sector 7,0.48,6000.0,800.0,Carpet area: 800 (74.32 sq.m.),3,2,1,1.0,North-East,New property,,,800.0,0,0,0,0,0,1,21,266.6666666666667
flat,alpha corp gurgaonone,sector 84,1.15,7497.0,1534.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,8.0,North-East,Relatively Old,1534.0,,1200.0,1,0,0,0,0,2,37,767.0
flat,signature global city,sector 37d,1.1,8800.0,1250.0,Carpet area: 1250 (116.13 sq.m.),3,3,3,1.0,,Under Construction,,,1250.0,0,0,0,0,0,1,16,416.6666666666667
flat,shree vardhman victoria,sector 70,1.75,8974.0,1950.0,Built Up area: 1950 (181.16 sq.m.),3,4,2,16.0,,Relatively Old,,1950.0,,0,1,0,1,0,1,49,650.0
flat,eros wembley estate,sector 50,1.4,10174.0,1376.0,Super Built up area 1376(127.83 sq.m.),3,3,2,9.0,East,Relatively Old,1376.0,,,0,0,1,0,0,2,117,458.6666666666667
flat,tulip violet,sector 69,1.72,8731.0,1970.0,Super Built up area 1970(183.02 sq.m.),4,4,1,12.0,North-East,Relatively Old,1970.0,,,0,0,0,0,0,1,86,492.5
house,independent,sector 37d,1.16,7537.0,1539.0,Built Up area: 1535 (142.61 sq.m.),1,1,0,1.0,,Undefined,,1535.0,,0,0,0,0,0,1,0,1539.0
flat,emaar mgf emerald floors premier,sector 65,2.8,16970.0,1650.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4,4,3,2.0,North,Relatively Old,1975.0,1800.0,1650.0,1,0,0,0,0,2,89,412.5
flat,dlf the skycourt,sector 86,1.56,8087.0,1929.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1580 sq.ft. (146.79 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,4,3+,17.0,South-West,Relatively Old,1929.0,1580.0,1450.0,0,0,1,0,0,1,174,643.0
flat,hsiidc sidco shivalik apartments,manesar,0.73,3559.0,2051.0,Super Built up area 2050(190.45 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,2.0,South,Moderate Old,2050.0,,1400.0,0,1,0,0,0,1,80,683.6666666666666
house,unitech nirvana birch court,sector 50,11.95,36883.0,3240.0,Plot area 360(301.01 sq.m.),3,3,2,1.0,West,Moderate Old,,3240.0,,1,1,0,0,0,1,101,1080.0
house,iffco nagar and 17b rwa,sector 17,3.5,24306.0,1440.0,Plot area 1440(133.78 sq.m.),2,5,3,3.0,East,Old property,,1440.0,,0,0,0,0,0,1,44,720.0
flat,bptp terra,sector 37d,1.71,7805.0,2191.0,Built Up area: 2191 (203.55 sq.m.),3,3,3+,7.0,South-West,Relatively Old,,2191.0,,1,0,0,0,0,1,38,730.3333333333334
flat,shri ram apartments,sector 4,0.46,5111.0,900.0,Carpet area: 900 (83.61 sq.m.),2,2,1,1.0,East,Relatively Old,,,900.0,0,0,0,0,0,2,69,450.0
house,ansals palam vihar,sector 2,2.75,17662.0,1557.0,Plot area 173(144.65 sq.m.),3,3,3,2.0,,Moderate Old,,1557.0,,1,0,0,1,0,2,15,519.0
flat,park view apartments,sector 15,1.6,11034.0,1450.0,Carpet area: 1450 (134.71 sq.m.),3,3,3+,2.0,North-West,Moderate Old,,,1450.0,0,0,0,1,0,1,56,483.3333333333333
flat,czar mahira homes 63a,sector 63a,0.42,7407.0,567.0,Carpet area: 567 (52.68 sq.m.),3,2,2,1.0,,Undefined,,,567.0,0,0,0,0,0,1,0,189.0
flat,indiabulls enigma,sector 110,3.3,9851.0,3350.0,Super Built up area 3350(311.23 sq.m.),4,5,3,7.0,East,Relatively Old,3350.0,,,0,1,0,0,0,1,101,837.5
flat,ats tourmaline,sector 109,1.75,8140.0,2150.0,Super Built up area 2150(199.74 sq.m.),3,4,3+,2.0,North,Relatively Old,2150.0,,,0,1,0,0,1,1,65,716.6666666666666
flat,ansal heights 86,sector 86,0.95,5621.0,1690.0,Carpet area: 1690 (157.01 sq.m.),3,2,1,6.0,,New property,,,1690.0,0,0,0,0,0,1,15,563.3333333333334
flat,bptp terra,sector 37d,1.77,8079.0,2191.0,Super Built up area 2191(203.55 sq.m.)Carpet area: 1860 sq.ft. (172.8 sq.m.),4,3,3,15.0,North,Relatively Old,2191.0,,1860.0,1,1,0,1,1,1,49,547.75
house,huda ashok vihar phase,sector 4,0.7,10234.0,684.0,Plot area 684(63.55 sq.m.),3,2,1,2.0,North-East,New property,,684.0,,1,0,0,0,0,1,7,228.0
house,dlf city phase 1,sector 26,3.25,3681.0,8829.0,Plot area 109(91.14 sq.m.),3,3,3,2.0,West,Old property,,981.0,,1,0,0,0,0,1,79,2943.0
flat,conscient heritage max,sector 102,1.7,11333.0,1500.0,Super Built up area 1942(180.42 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,4,3+,8.0,North-East,Relatively Old,1942.0,1700.0,1500.0,0,1,0,1,0,2,174,500.0
house,bptp astaire gardens,sector 70a,1.04,7172.0,1450.0,Carpet area: 1450 (134.71 sq.m.),3,3,3+,2.0,North-East,Relatively Old,,,1450.0,0,0,0,0,1,2,145,483.3333333333333
flat,greenopolis,sector 89,0.8,6168.0,1297.0,Carpet area: 1297 (120.5 sq.m.),2,2,2,6.0,South,Under Construction,,,1297.0,0,0,0,0,0,1,44,648.5
flat,bestech park view grand spa,sector 81,4.5,10714.0,4200.0,Super Built up area 4200(390.19 sq.m.),4,6,3+,17.0,,Relatively Old,4200.0,,,0,1,0,0,0,2,44,1050.0
flat,m3m woodshire,sector 107,0.82,6003.0,1366.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,7.0,North-East,Relatively Old,1366.0,,,0,0,0,0,0,1,111,683.0
flat,aipl zen residences,sector 70a,1.25,9905.0,1262.0,Carpet area: 1262 (117.24 sq.m.),2,2,2,19.0,,New property,,,1262.0,0,0,0,0,0,1,42,631.0
flat,pioneer araya,sector 62,9.14,19488.0,4690.0,Super Built up area 4690(435.72 sq.m.)Carpet area: 3258 sq.ft. (302.68 sq.m.),4,6,3,16.0,East,Relatively Old,4690.0,,3258.0,1,1,1,0,0,2,146,1172.5
flat,ramprastha the edge towers,sector 37d,0.8,5797.0,1380.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,2.0,North-East,Relatively Old,1380.0,1300.0,1200.0,0,0,0,0,0,1,78,690.0
flat,ansal heights 86,sector 86,0.82,6029.0,1360.0,Super Built up area 1360(126.35 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,1,12.0,,New property,1360.0,1300.0,1000.0,0,0,0,0,0,1,49,680.0
flat,orchid petals,sector 49,1.9,10526.0,1805.0,Super Built up area 1805(167.69 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,2.0,South,Old property,1805.0,1600.0,1400.0,0,0,0,0,1,2,49,601.6666666666666
